link,start_node,end_node,traffic_volume,vehicles_remain,free_travel_time,average_travel_time,stddiv_travel_time,delay_ratio,length
Lodhi Road-565938874,5716610639,1524384434,0,0,168.0572720875148,-1.0,-1.0,-0.005950352445797502,2334.128778993261
Maharishi Raman Marg-730290860-reverse,436900031,1524384434,0,0,86.90848363468237,-1.0,-1.0,-0.01150635655091481,1207.0622727039217
rotary no 10-570427349-reverse,3744432425,5792664540,195,0,67.17917838657452,69.92556165186794,0.45214625245154766,1.040881465526263,933.0441442579794
_renamedYzc46cKZ,249823920,6345186422,0,0,16.070915850378846,-1.0,-1.0,-0.062224207338900765,223.20716458859508
Shivaji Flyover-80418139,6758692739,291510966,0,0,126.17031966649196,-1.0,-1.0,-0.00792579429649791,1752.3655509234995
Prithviraj Road-581989171,5792664540,1870091825,200,10,102.84756846950364,103.59784997762411,2.0436297701487076,1.0072950826090064,1428.4384509653285
_renamedWz1Zhagw,5792664540,5716610639,135,0,105.3730135532567,105.93768699992232,1.8759334185308196,1.0053588051401816,1463.5140771285653
_renamedgeqOGq6R,3007872805,267197860,0,0,71.77398860566404,-1.0,-1.0,-0.013932624052623502,996.860952856445
Shanti Path-309159545,563659537,6655403090,0,0,78.80102248294324,-1.0,-1.0,-0.012690190666199206,1094.4586455964338
Rotary 14-562340233,5792664540,1524384434,195,0,78.27372669599607,77.05868857708849,2.3397459994423913,0.9844770631194473,1087.1350929999455
Rotary 14-311784300,1524384434,5792664540,0,0,78.27372669599607,-1.0,-1.0,-0.01277567891821296,1087.1350929999455
rotary no 11-563679832-reverse,5792664540,267197876,190,5,66.17343020853177,65.05378221789104,0.24539183400004205,0.9830800974482902,919.0754195629412
Doctor A.P.J. Abdul Kalam Marg-37222906-reverse,301037181,3744432425,0,0,91.53033085766508,-1.0,-1.0,-0.010925340164617754,1271.2545952453484
-reverse_renamedN6Whc1zd,6657447306,6655403218,0,0,35.284688145925806,-1.0,-1.0,-0.02834090515025471,490.0651131378584
Shanti Path-370534205,621248528,563659651,0,0,87.76503029584143,-1.0,-1.0,-0.011394059759669256,1218.9587541089088
Windsor Place-447141132-reverse,5681450599,6666328386,220,0,76.22187712764597,76.64451872266233,2.10888667422501,1.0055448856803746,1058.6371823284162
Patel Chowk-447141148-reverse,5681450599,267249914,0,0,96.17602427930719,-1.0,-1.0,-0.010397601767108558,1335.7781149903776
Kasturba Gandhi Marg-570616026-reverse,939091064,6437715963,40,0,35.67562880606606,35.569592618447366,0.24575888540582014,0.9970277696240448,495.4948445286953
Maharishi Raman Marg-80958874-reverse,1524384434,910347038,0,0,38.97773692363035,-1.0,-1.0,-0.025655671132454778,541.3574572726438
_renamedDxAAtEE8,910347038,3007872805,0,0,61.4032513802065,-1.0,-1.0,-0.016285782552588945,852.8229358362014
-reverse_renamedQWat8qF1,910347038,10649389967,0,0,67.00073554826761,-1.0,-1.0,-0.014925209280420447,930.565771503717
-reverse_renamedN2kFNvJ9,3007872805,249823920,0,0,87.29514762321288,-1.0,-1.0,-0.01145539044525411,1212.4326058779568
-reverse_renamedTtdlq2qY,3007872805,910347038,30,0,61.4032513802065,63.426422478840344,1.7842691955728276,1.0329489245790333,852.8229358362014
Mother Teresa Crescent-44188368-reverse,621248528,267249914,0,0,186.00191348005012,-1.0,-1.0,-0.005376288777304736,2583.3599094451406
-reverse_renamedqPG7J57U,939091126,1524386723,0,0,36.08399333046914,-1.0,-1.0,-0.027713118967783563,501.1665740342936
Tolstoy Marg-563974730-reverse,5799663728,5681450599,0,0,28.779525404922637,-1.0,-1.0,-0.03474692462541281,399.7156306239255
-reverse_renamedM19pIigP,267074512,910450995,0,0,30.197372027200956,-1.0,-1.0,-0.033115464454960775,419.4079448222355
-reverse_renamedcSYkQy34,939086513,938622410,325,0,55.05252198372685,55.004012095979135,0.013950853937334988,0.9991188434970871,764.6183608850952
-reverse_renamedJISJUmWG,6666328391,267197925,0,0,75.7063314321192,-1.0,-1.0,-0.01320893485502772,1051.4768254461
Subramaniyam Bharti Marg-1187268468,249823920,910347038,500,10,71.02056415835435,71.24093468839187,2.129558531785158,1.0031029115672212,986.3967244215881
Sher Shah Road-43540281-reverse,6345186422,249823920,215,0,16.070915850378846,19.896315834940552,0.629788379868748,1.2380324817935953,223.20716458859508
Sansad Marg-997761544-reverse,5799663725,5799663728,0,0,4.4116321399114025,-1.0,-1.0,-0.22667347781632644,61.2726686098806
Deen Dayal Upadhyay Road-1391759204,9052026098,939086513,150,5,175.83241894904066,179.8900221667108,0.6680167739111552,1.0230765364084884,2442.116929847787
Chandragupta Marg-44351933,563659537,10302298915,0,0,86.63787631760114,-1.0,-1.0,-0.011542295846843633,1203.3038377444602
Chandragupta Marg-700313694,10302298915,563659537,0,0,86.63787631760114,-1.0,-1.0,-0.011542295846843633,1203.3038377444602
Chandragupta Marg-700313694_renamedUGtfG8cJ,563659651,10302298915,0,0,76.70706287542632,-1.0,-1.0,-0.013036609179314014,1065.37587326981
_renamedBaHVT8GK,563659651,6655403218,0,0,60.161785955810494,-1.0,-1.0,-0.01662184697665909,835.580360497368
Vinay Marg-24576748-reverse,6655403218,267193307,0,0,101.49192680847935,-1.0,-1.0,-0.00985300044492261,1409.6100945622131
Rajaji Marg-708474903,12780247333,433484629,0,0,59.367628170428425,-1.0,-1.0,-0.016844196590257408,824.5503912559503
_renamed7tXlwPJm,433484629,12780247333,0,0,59.367628170428425,-1.0,-1.0,-0.016844196590257408,824.5503912559503
Janpath-37222902-reverse,267197930,433484645,0,0,93.68635701775041,-1.0,-1.0,-0.010673912742818398,1301.1994030243113
Dara Shikoh Road-708488754,621248528,267197925,0,0,110.25026380295704,-1.0,-1.0,-0.009070273081497868,1531.253663929959
Asaf Ali Road-978263409,6660061352,1802518268,0,0,54.01394150744884,-1.0,-1.0,-0.01851373871432978,750.1936320479006
Asaf Ali Road-978263409_renamedOJ5L27fe,6660061352,9052026098,195,0,31.64348330997442,34.91142525401321,0.5380122002267236,1.1032737740035305,439.49282374964474
Ashoka Road-24577095-reverse,6666328386,6666328391,220,0,2.166856267296222,4.5755108897887675,1.818547381716142,2.1115894758898968,30.095225934669752
Firoz Shah Road-998790352-reverse,6758692739,5681450599,145,0,34.07189449447125,34.93812629963141,0.2315101880311469,1.025423646615856,473.2207568676563
Janpath-596373338-reverse,6666328391,5681450599,175,0,78.10361820585524,77.08192841359786,2.229721439911425,0.986918790502579,1084.772475081323
Bhagwan Das Road-995113416,938622410,939091126,0,0,65.97942634507727,-1.0,-1.0,-0.015156239685533581,916.3809214594066
Bhagwan Das Road-995113417-reverse,939086513,939091126,0,0,110.76194479968999,-1.0,-1.0,-0.009028371628978467,1538.3603444401388
Bhagwan Das Road-995113417,939091126,938622410,0,0,65.97942634507727,-1.0,-1.0,-0.015156239685533581,916.3809214594066
Lodhi Road-1187268505,436900031,5716610639,50,0,94.53765657364016,94.83304265159228,0.2220740334470498,1.0031245335314825,1313.0230079672244
Lodhi Road-24563348,1524384434,910347050,0,0,77.60147803694512,-1.0,-1.0,-0.012886352493491324,1077.7983060686822
Subramaniyam Bharti Marg-370947969-reverse,910347038,1524384434,350,0,38.97773692363035,38.454411480797674,2.2649804449743254,0.9865737345434386,541.3574572726438
Desh Bandhu Gupta Road-1312775227-reverse,1802518268,9052026098,0,0,85.65492381261515,-1.0,-1.0,-0.011674752080658803,1189.6517196196548
Asaf Ali Road-978263409_renamedFEIUtkQy,1802518268,6660061352,0,0,54.01394150744884,-1.0,-1.0,-0.01851373871432978,750.1936320479006
Pragati Maidan Tunnel-1248027209-reverse,938622410,1524386723,0,0,36.499267305582876,-1.0,-1.0,-0.027397810252674345,506.9342681330955
Purana Quila Road-562202340-reverse,1524386723,939091126,0,0,36.08399333046914,-1.0,-1.0,-0.027713118967783563,501.1665740342936
Mathura Road-77339658,7062680773,6723441908,170,10,118.23679900145426,119.7844976557333,0.5775228897762864,1.0130898220126883,1642.177763909087
Bahadur Shah Zafar Marg-293530130,939086513,1753807172,0,0,113.65853953106192,-1.0,-1.0,-0.008798283033776872,1578.5908268203045
-reverse_renamed5dRTqfty,6657447306,301037181,0,0,36.09192456026883,-1.0,-1.0,-0.02770702898733288,501.27673000373375
Dara Shikoh Road-708488754_renamed82oDL4iV,267197925,621248528,0,0,110.25026380295704,-1.0,-1.0,-0.009070273081497868,1531.253663929959
Bhairon Marg-130987222-reverse,249823920,1442029473,0,0,68.73258740190091,-1.0,-1.0,-0.01454913946644679,954.6192694708461
Pragati Maidan Tunnel-1248027210,9006449761,939091126,0,0,134.95665143602713,-1.0,-1.0,-0.007409786693425965,1874.3979366114881
Shraddhanand Road-744248527-reverse,9052026098,1802518268,0,0,85.65492381261515,-1.0,-1.0,-0.011674752080658803,1189.6517196196548
Asaf Ali Road-28103852-reverse,1753807172,9052026098,0,0,96.62657833598082,-1.0,-1.0,-0.01034911943712727,1342.035810221956
Chandragupta Marg-44351933_renamed54rhKeie,10302298915,563659651,60,0,76.70706287542632,78.84289848261508,1.57206190144118,1.0278440540821827,1065.37587326981
Vivekanand Marg-758753899,939091064,9052026098,0,0,107.20046318197927,-1.0,-1.0,-0.009328317903836288,1488.8953219719344
Asaf Ali Road-978263409_renamedn1PN9Eck,9052026098,6660061352,0,0,31.64348330997442,-1.0,-1.0,-0.03160208344334795,439.49282374964474
Deshbandhu Gupta Road-1035988353,6720350030,915472647,0,0,191.5289307741433,-1.0,-1.0,-0.005221143333062461,2660.1240385297683
Mahatma Gandhi Marg-320354820-reverse,938524079,1395838315,0,0,123.73424845986396,-1.0,-1.0,-0.008081836778799145,2062.237474331066
Underpass-1328781365-reverse,10649389967,249823920,0,0,50.412481686051095,-1.0,-1.0,-0.01983635731776909,700.1733567507097
Underpass-1328781365,249823920,10649389967,185,0,50.412481686051095,50.0343734738376,0.11400391546038781,0.9924997103977502,700.1733567507097
-reverse_renamedqPwtgSbC,12780247333,6657447306,0,0,61.19598206901456,-1.0,-1.0,-0.016340942104209343,849.9441954029801
Akbar Road-37222924,12780247333,5792664540,0,0,167.52081087675626,-1.0,-1.0,-0.005969407590413899,2326.677928843837
-reverse_renamedUFQWnfdJ,938622410,939086513,0,0,55.05252198372685,-1.0,-1.0,-0.018164472107119693,764.6183608850952
-reverse_renamedqmTY7EG9,1442029473,249823920,0,0,68.73258740190091,-1.0,-1.0,-0.01454913946644679,954.6192694708461
Tolstoy Marg-563679820-reverse,6758692739,939091064,0,0,40.92231363108192,-1.0,-1.0,-0.02443654601289369,568.36546709836
Vivekanand Marg-758753899-reverse,9052026098,939091064,230,5,107.20046318197927,105.46835005934926,1.3783845785364128,0.9838422981467007,1488.8953219719344
Baba Kharak Singh Marg-24583332-reverse,267249914,4083436490,0,0,88.04542055551278,-1.0,-1.0,-0.011357774131699427,1222.8530632710108
Outer Circle-578543605-reverse,6720350030,4083436490,260,0,42.06946393906382,40.75792929669929,1.6990257213391602,0.9688245458923782,584.2981102647753
Outer Circle-446922590-reverse,939091064,6720350030,0,5,50.482163886921896,-1.0,-1.0,-0.019808976537534356,701.1411650961375
Mandi House Chowk-24583333-reverse,939091163,6758692739,140,5,70.7890783963532,70.03726203538335,0.167374453977413,0.9893794865253029,983.1816443937946
Akbar Road-24563435-reverse,6666328391,267197860,35,0,114.7717541505634,114.91187174146754,0.11112299166304968,1.0012208368857056,1594.0521409800472
-reverse_renamedFlp7cXOD,6702699426,267197860,0,0,104.44276225545224,-1.0,-1.0,-0.009574622294593677,1450.5939202146144
Bhairon Marg-28103660-reverse,249823920,938622410,0,0,99.06458934085921,-1.0,-1.0,-0.010094424321078266,1375.8970741786002
-reverse_renamedZYBLVOE4,292460406,5716610639,0,0,53.94203710709734,-1.0,-1.0,-0.01853841741302029,749.1949598207964
Mathura Road-39013511-reverse,7062680773,910450995,0,0,43.99291585729062,-1.0,-1.0,-0.02273093248112758,611.0127202401475
-reverse_renamed2eHZfxFu,436900031,267074512,0,0,127.79587798030974,-1.0,-1.0,-0.007824978518900867,1774.9427497265242
Oberoi Flyover-570859687-reverse,910347038,910450995,0,0,89.35805824373664,-1.0,-1.0,-0.011190932520851783,1241.08414227412
-reverse_renamedR9wWhEaA,267074512,910347050,195,0,45.0262799042798,49.86874905302961,0.7972318743303803,1.1075476179476584,625.3649986705527
-reverse_renameda28fYRsW,249823920,939091126,0,0,83.476577669632,-1.0,-1.0,-0.011979408211457987,1159.3969120782222
Humayun Road-24577365-reverse,910347038,267197834,0,0,21.619768377878223,-1.0,-1.0,-0.04625396454400593,300.27456080386423
Prithviraj Road-664985709-reverse,5792664540,267197860,0,0,57.809917899975844,-1.0,-1.0,-0.01729806988707759,802.9155263885534
Motilal Nehru Place-758753892-reverse,267197930,267197876,0,0,75.92392665023247,-1.0,-1.0,-0.013171078527152784,1054.4989812532287
Akbar Road-24577385-reverse,267197876,6666328391,375,10,82.79139813586997,84.94171745080769,0.3540142528939386,1.0259727382717805,1149.8805296648607
Sansad Marg-570616029-reverse,4083436490,5799663725,650,0,15.58784283972493,18.334956963826073,2.3418802691629597,1.176234399611744,216.49781721840182
Baba Kharak Singh Marg-1219699880-reverse,6720350030,267249914,0,0,113.76333205750993,-1.0,-1.0,-0.008790178539201695,1580.046278576527
Mandi House Chowk-446922586-reverse,939091126,939091163,0,0,85.22526098810498,-1.0,-1.0,-0.011733610298237416,1183.684180390347
Jawaharlal Nehru Marg-80429849-reverse,9052026098,291510966,0,0,42.71879583235257,-1.0,-1.0,-0.023408899537441127,593.3166087826746
-reverse_renamed7XQtLXSn,1870091825,6404933442,0,0,85.9838626311225,-1.0,-1.0,-0.011630089291174069,1194.220314321146
-reverse_renamedzwRzAHJg,9052026098,308723081,0,0,8.344232719871675,-1.0,-1.0,-0.11984325384627802,115.89212110932881
-reverse_renamed5zkaAUs0,3744432425,1870091825,0,0,43.527861241507686,-1.0,-1.0,-0.02297379130234892,604.5536283542734
-reverse_renamedmiyRsYb8,6657447306,1870091825,0,0,118.54065742220718,-1.0,-1.0,-0.00843592419466928,1646.3980197528774
-reverse_renamedc0aAt8O8,267197930,5792664540,0,0,116.86918482435884,-1.0,-1.0,-0.008556575469426666,1623.1831225605395
Pusa Road-31058500-reverse,10274798754,6642648216,0,0,67.65106371804444,-1.0,-1.0,-0.014781733575805873,939.5981071950616
Rajaji Marg-44352049-reverse,267197925,433484629,0,0,53.48100264544212,-1.0,-1.0,-0.01869822835277798,742.7917034089184
Deen Dayal Upadhyay Road-38699591-reverse,939091064,939086513,0,0,153.89538816480942,-1.0,-1.0,-0.006497920515519812,2137.4359467334643
Jawaharlal Nehru Marg-978263408-reverse,1802518268,458640653,0,0,61.82513254359066,-1.0,-1.0,-0.016174651939402415,858.6823964387593
Jawaharlal Nehru Marg-590609992-reverse,458640653,9052026098,0,0,25.807563814913834,-1.0,-1.0,-0.03874833003114048,358.4383863182477
Panchsheel Marg-28211431-reverse,10302298915,6655403090,135,0,49.99382240805525,49.999836980212564,0.0009901991085501374,1.0001203063072117,694.3586445563229
Shanti Path-309159548-reverse,563659537,563659651,0,0,89.65881970557864,-1.0,-1.0,-0.01115339241899232,1245.2613847997034
Netaji Subhash Marg-44830361-reverse,308723085,938524079,0,0,89.5815461402656,-1.0,-1.0,-0.011163013400485556,1244.1881408370223
Vikas Marg-523568293-reverse,11982468958,939086513,0,0,147.88894909501602,-1.0,-1.0,-0.006761830455347396,2054.0131818752225
Lodhi Road-678397107-reverse,436900031,910450995,0,0,139.0509965937186,-1.0,-1.0,-0.007191606133696516,1931.2638415794252
Lala Lajpat Rai Path-77349507-reverse,267074512,10649389967,0,0,76.79086830140142,-1.0,-1.0,-0.013022381724803992,1066.539837519464
-reverse_renamedzFFUF4lD,10649389967,910347050,0,0,83.99149171079877,-1.0,-1.0,-0.011905967850210596,1166.5484959833163
Lala Lajpat Rai Path-77349464-reverse,249823920,910347050,0,0,126.15057107978988,-1.0,-1.0,-0.007927035061676437,1752.0912649970817
Rani Jhansi Road-77885905-reverse,915472406,562591589,0,0,59.99343163602621,-1.0,-1.0,-0.0166684914119748,833.2421060559196
Shri Mata Maharani Chowk-77885894-reverse,1802518268,915472647,0,0,121.85881602366021,-1.0,-1.0,-0.008206217921942054,1692.4835558841696
Rani Jhansi Road-1152830611-reverse,562591589,915472647,0,0,129.6550311218269,-1.0,-1.0,-0.007712774362457069,1800.7643211364848
Bahadur Shah Zafar Marg-80499263-reverse,939086513,308723085,0,0,110.1704454665596,-1.0,-1.0,-0.00907684448188542,1530.145075924439
-reverse_renamedp1iR4srV,938622410,6345186422,20,0,83.1892076798439,81.64775730125268,1.5937177026821268,0.9814705486254475,1155.4056622200542
Kasturba Gandhi Marg-116046168-reverse,939091126,6702699426,0,0,65.67985594133079,-1.0,-1.0,-0.015225368351801204,912.220221407372
Kasturba Gandhi Marg-579781482-reverse,5681450599,939091126,150,5,143.18069835600932,144.92924938051146,0.3517258423699139,1.0122121979050172,1988.6208105001294
Shivaji Flyover-164782730-reverse,6758692739,1753807172,0,0,170.21128646317175,-1.0,-1.0,-0.005875051066113456,2364.04564532183
Maharishi Raman Marg-561929986-reverse,436900031,1805801757,0,0,133.19994957178977,-1.0,-1.0,-0.007507510349777103,1849.9992996081912
Raja Ram Kohli Marg-175769953-reverse,1863231313,938524079,190,5,166.41718380656542,169.90545346156213,0.5742854873821538,1.0209609943829556,2311.3497750911865
Lodhi Road-565938874-reverse,1524384434,5716610639,130,10,168.0572720875148,165.19107950546967,0.7400477424856011,0.9829451439593011,2334.128778993261
Shivaji Flyover-80418139-reverse,291510966,6758692739,0,0,126.17031966649196,-1.0,-1.0,-0.00792579429649791,1752.3655509234995
Prithviraj Road-581989171-reverse,1870091825,5792664540,0,0,102.84756846950364,-1.0,-1.0,-0.00972312729295608,1428.4384509653285
-reverse_renamedKJ2fqy4e,5716610639,5792664540,0,0,105.3730135532567,-1.0,-1.0,-0.009490095863060696,1463.5140771285653
-reverse_renamedCDaAOAsK,267197860,3007872805,30,5,71.77398860566404,70.74162579209012,0.8750010796228442,0.9856164770325658,996.860952856445
Shanti Path-309159545-reverse,6655403090,563659537,0,0,78.80102248294324,-1.0,-1.0,-0.012690190666199206,1094.4586455964338
Subramaniyam Bharti Marg-1187268468-reverse,910347038,249823920,0,0,71.02056415835435,-1.0,-1.0,-0.014080428842698334,986.3967244215881
Deen Dayal Upadhyay Road-1391759204-reverse,939086513,9052026098,0,0,175.83241894904066,-1.0,-1.0,-0.005687233366730954,2442.116929847787
Lodhi Road-1187268505-reverse,5716610639,436900031,0,0,94.53765657364016,-1.0,-1.0,-0.010577795518138842,1313.0230079672244
Lodhi Road-24563348-reverse,910347050,1524384434,0,0,77.60147803694512,-1.0,-1.0,-0.012886352493491324,1077.7983060686822
Mathura Road-77339658-reverse,6723441908,7062680773,0,0,118.23679900145426,-1.0,-1.0,-0.008457603795479109,1642.177763909087
Bahadur Shah Zafar Marg-293530130-reverse,1753807172,939086513,0,0,113.65853953106192,-1.0,-1.0,-0.008798283033776872,1578.5908268203045
Pragati Maidan Tunnel-1248027210-reverse,939091126,9006449761,0,0,134.95665143602713,-1.0,-1.0,-0.007409786693425965,1874.3979366114881
Deshbandhu Gupta Road-1035988353-reverse,915472647,6720350030,185,10,191.5289307741433,194.9084023398732,0.5563736944588823,1.0176447054346847,2660.1240385297683
Akbar Road-37222924-reverse,5792664540,12780247333,0,0,167.52081087675626,-1.0,-1.0,-0.005969407590413899,2326.677928843837
